Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-09-24 00:00:00-04:00,102.30071012698828,107.24211740863973,102.13534991299021,105.26750183105469,167743300,0.0,0.0
2020-09-29 00:00:00-04:00,111.42483559860969,112.16409584063497,110.47156881534237,110.97737884521484,99382200,0.0,0.0
2020-10-09 00:00:00-04:00,112.13490552618049,113.80798131062522,111.78472652844798,113.77880096435547,100506900,0.0,0.0
2020-10-14 00:00:00-04:00,117.69885586154554,119.67347184273211,116.35650794568298,117.88367462158203,150712000,0.0,0.0
2020-10-19 00:00:00-04:00,116.68721586654202,117.1346651236104,112.50453415677372,112.81580352783203,120639300,0.0,0.0
2020-10-29 00:00:00-04:00,109.30429841508608,113.73988906858685,109.138930754146,112.17381286621094,146129200,0.0,0.0
2020-11-03 00:00:00-05:00,106.66822990485883,108.44829771179337,105.76360211850799,107.42694854736328,107624400,0.205,0.0
2020-11-13 00:00:00-05:00,116.38185060768497,116.60595750533835,114.85204931664111,116.20645904541016,81581900,0.0,0.0
2020-11-18 00:00:00-05:00,115.57309358284304,116.75211168169893,114.97871151334662,115.00794219970703,76322100,0.0,0.0
2020-11-23 00:00:00-05:00,114.17971488763942,114.60845147390663,110.83753656463605,110.93497467041016,127959300,0.0,0.0
2020-12-03 00:00:00-05:00,120.35737264430932,120.61071764794492,119.08091645415566,119.79222869873047,78967600,0.0,0.0
2020-12-08 00:00:00-05:00,121.18562729875275,121.78000942455122,119.93839423484614,121.19536590576172,82225500,0.0,0.0
2020-12-18 00:00:00-05:00,125.65811357033245,125.79452841437983,122.8908250895469,123.41699981689453,192541500,0.0,0.0
2020-12-23 00:00:00-05:00,128.7761906679344,129.03926690688297,127.43151930755751,127.60691833496094,88223700,0.0,0.0
2020-12-28 00:00:00-05:00,130.5593044830477,133.82352163941158,130.09158377292042,133.19017028808594,124486200,0.0,0.0
2021-01-07 00:00:00-05:00,125.07348804043062,128.25976755366722,124.58628997465583,127.56793975830078,109578200,0.0,0.0
2021-01-12 00:00:00-05:00,125.2098831281038,126.36941672040446,123.6118743194809,125.50220489501953,91951100,0.0,0.0
2021-01-22 00:00:00-05:00,132.79065894872045,136.26925910487765,131.56292558848264,135.5092315673828,114459400,0.0,0.0
2021-01-27 00:00:00-05:00,139.7576013848175,140.60533595593498,136.81493637532154,138.4226837158203,140843800,0.0,0.0
2021-02-01 00:00:00-05:00,130.32544580541983,131.91371580928939,127.57764235343213,130.70545959472656,106239800,0.205,0.0
2021-02-11 00:00:00-05:00,132.61829297068624,133.09646585492624,130.5397381460376,131.8668975830078,64280000,0.0,0.0
2021-02-16 00:00:00-05:00,132.2181557968882,132.72558797369038,129.5833442228288,129.97369384765625,80576300,0.0,0.0
2021-02-26 00:00:00-05:00,119.62969515081251,121.83512279314837,118.27326144324365,118.33181762695312,164560400,0.0,0.0
2021-03-03 00:00:00-05:00,121.79609628413596,122.67436464921909,118.89781440194187,119.11250305175781,112966300,0.0,0.0
2021-03-08 00:00:00-05:00,118.0097916939266,118.0781010413507,113.40376871001352,113.5501480102539,154376600,0.0,0.0
2021-03-18 00:00:00-04:00,119.91270439580465,120.20546300637888,117.41452538083813,117.61945343017578,121229700,0.0,0.0
2021-03-23 00:00:00-04:00,120.35183373308179,121.23985521691415,119.19056742444849,119.5809097290039,95467100,0.0,0.0
2021-04-07 00:00:00-04:00,122.79147173791083,124.8309990566897,122.11813140531842,124.81148529052734,83466700,0.0,0.0
2021-04-12 00:00:00-04:00,129.31993616746033,129.64196917644963,127.47557612711987,128.0708465576172,91420000,0.0,0.0
2021-04-22 00:00:00-04:00,129.8273190546684,130.91051516608923,128.23669071993334,128.75389099121094,84566500,0.0,0.0
2021-04-27 00:00:00-04:00,131.7497836551319,132.1401334204204,130.87152274129448,131.14476013183594,66015800,0.0,0.0
2021-05-07 00:00:00-04:00,127.90710717088058,128.3078746771566,126.56790918989903,127.28150177001953,78973300,0.22,0.0
2021-05-12 00:00:00-04:00,120.62469358610521,121.83680347682719,119.50055598507281,120.00885772705078,112172300,0.0,0.0
2021-05-17 00:00:00-04:00,123.9677555883667,124.07528223094239,122.35486340753715,123.43012237548828,74244600,0.0,0.0
2021-05-27 00:00:00-04:00,123.5963093673209,124.76931783925218,122.26689578830224,122.46239471435547,94625600,0.0,0.0
2021-06-01 00:00:00-04:00,122.2668967957017,122.53082109382872,121.15253650084358,121.4848861694336,67637100,0.0,0.0
2021-06-11 00:00:00-04:00,123.68428231014268,124.57381958141005,123.26395290484824,124.48583984375,53522400,0.0,0.0
2021-06-16 00:00:00-04:00,127.43794610753423,127.94625537294455,125.5709137509743,127.22289276123047,91815000,0.0,0.0
2021-06-21 00:00:00-04:00,127.3695047127403,129.43205057912303,126.30402282138007,129.32452392578125,79663300,0.0,0.0
2021-07-01 00:00:00-04:00,133.52779446900757,134.24137217848602,132.70667520970073,134.18272399902344,52485800,0.0,0.0
2021-07-06 00:00:00-04:00,136.91974171007627,139.93045738005537,136.91974171007627,138.8258819580078,108181800,0.0,0.0
