Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2015-09-24 00:00:00-04:00,25.450169376705,25.95580188087795,25.252411503411206,25.84343910217285,200878000,0.0,0.0,AAPL
2015-09-25 00:00:00-04:00,26.16704865999053,26.22323005837456,25.6232114205978,25.77827262878418,224607600,0.0,0.0,AAPL
2015-09-28 00:00:00-04:00,25.585004850566698,25.74680752927548,25.268142700195312,25.268142700195312,208436000,0.0,0.0,AAPL
2015-09-29 00:00:00-04:00,25.3557919825218,25.50860547189766,24.2389053826818,24.508575439453125,293461600,0.0,0.0,AAPL
2015-09-30 00:00:00-04:00,24.758017928562307,25.06589260520561,24.43441424366298,24.787233352661133,265892000,0.0,0.0,AAPL
2015-10-01 00:00:00-04:00,24.51081862904021,24.63441838227001,24.11530113322495,24.625429153442383,255716400,0.0,0.0,AAPL
2015-10-02 00:00:00-04:00,24.2726078274395,24.94678449665644,24.169234277235294,24.805206298828125,232079200,0.0,0.0,AAPL
2015-10-05 00:00:00-04:00,24.692850057379736,25.02769245951884,24.510822857150835,24.895103454589844,208258800,0.0,0.0,AAPL
2015-10-06 00:00:00-04:00,24.86139245637077,25.110838008986548,24.66812830363205,25.014205932617188,192787200,0.0,0.0,AAPL
2015-10-07 00:00:00-04:00,25.11083984010716,25.11758133426077,24.58723045810593,24.895103454589844,187062400,0.0,0.0,AAPL
2015-10-08 00:00:00-04:00,24.76250976140156,24.76250976140156,24.317552402590827,24.60744857788086,247918400,0.0,0.0,AAPL
2015-10-09 00:00:00-04:00,24.719813010430943,25.23218704214212,24.605202488226052,25.196231842041016,211064400,0.0,0.0,AAPL
2015-10-12 00:00:00-04:00,25.3333191686439,25.33781292652572,25.043422921436104,25.07937812805176,121868800,0.0,0.0,AAPL
2015-10-13 00:00:00-04:00,24.904090028705404,25.2703921263182,24.87262858299732,25.122074127197266,132197200,0.0,0.0,AAPL
2015-10-14 00:00:00-04:00,25.009706105768306,25.061392020980943,24.620930158576584,24.76700210571289,177849600,0.0,0.0,AAPL
2015-10-15 00:00:00-04:00,24.92881106059716,25.19173960305315,24.829931247220777,25.137805938720703,150694000,0.0,0.0,AAPL
2015-10-16 00:00:00-04:00,25.119827732095505,25.169267639281625,24.838920727192807,24.95353126525879,156930400,0.0,0.0,AAPL
2015-10-19 00:00:00-04:00,24.899590536726432,25.113079114080715,24.74452936536228,25.108585357666016,119036800,0.0,0.0,AAPL
2015-10-20 00:00:00-04:00,25.020942960388066,25.6569167049688,24.90408642388996,25.567026138305664,195871200,0.0,0.0,AAPL
2015-10-21 00:00:00-04:00,25.61871293404336,25.973779717771897,25.551294582619494,25.56477928161621,167180800,0.0,0.0,AAPL
2015-10-22 00:00:00-04:00,25.69287630432216,25.9558048248291,25.64118866586654,25.9558048248291,166616400,0.0,0.0,AAPL
2015-10-23 00:00:00-04:00,26.225472722023625,26.794029841070586,26.142325360354143,26.76032066345215,237467600,0.0,0.0,AAPL
2015-10-26 00:00:00-04:00,26.5355987008274,26.5468339518787,25.825464996808208,25.9063663482666,265335200,0.0,0.0,AAPL
2015-10-27 00:00:00-04:00,25.93332592362706,26.189512884923232,25.616462110459864,25.7423095703125,279537600,0.0,0.0,AAPL
2015-10-28 00:00:00-04:00,26.27716528738747,26.809765593048645,26.081653392127468,26.803022384643555,342205600,0.0,0.0,AAPL
2015-10-29 00:00:00-04:00,26.674925786399893,27.122130927170247,26.578293717961888,27.08617401123047,204909200,0.0,0.0,AAPL
2015-10-30 00:00:00-04:00,27.18954063882765,27.241228263679535,26.843463126505448,26.854700088500977,197461200,0.0,0.0,AAPL
2015-11-02 00:00:00-05:00,27.146849392673488,27.27269516253573,26.8794254171962,27.23224449157715,128813200,0.0,0.0,AAPL
2015-11-03 00:00:00-05:00,27.14459788729529,27.751356152892235,27.12437169736484,27.54460906982422,182076000,0.0,0.0,AAPL
2015-11-04 00:00:00-05:00,27.67046228846889,27.825523499869615,27.331127869649684,27.416522979736328,179544400,0.0,0.0,AAPL
2015-11-05 00:00:00-05:00,27.50002389182747,27.689602303471663,27.123126147712536,27.29013442993164,158210800,0.13,0.0,AAPL
2015-11-06 00:00:00-05:00,27.33301281624479,27.490993374920475,27.22242642517181,27.321727752685547,132169200,0.0,0.0,AAPL
2015-11-09 00:00:00-05:00,27.299159572843948,27.490993601922444,27.093784844869717,27.21114158630371,135485600,0.0,0.0,AAPL
2015-11-10 00:00:00-05:00,26.382865634885604,26.64691956201505,26.19328726437764,26.353525161743164,236511600,0.0,0.0,AAPL
2015-11-11 00:00:00-05:00,26.263251902824354,26.50022271680974,26.00145360715428,26.204572677612305,180872000,0.0,0.0,AAPL
2015-11-12 00:00:00-05:00,26.2384314492208,26.36481590890519,26.10076192483925,26.116559982299805,130102400,0.0,0.0,AAPL
2015-11-13 00:00:00-05:00,25.999197498130854,26.08270248717664,25.33793310037159,25.353731155395508,183249600,0.0,0.0,AAPL
2015-11-16 00:00:00-05:00,25.137078985826303,25.782545523936783,25.051318335717543,25.769004821777344,152426800,0.0,0.0,AAPL
2015-11-17 00:00:00-05:00,25.936009527581543,25.96535000733251,25.574909837970388,25.65841484069824,110467600,0.0,0.0,AAPL
2015-11-18 00:00:00-05:00,26.125580877133,26.51601921907192,26.06690165535549,26.470882415771484,186698800,0.0,0.0,AAPL
